point_id,city,n_headings,sidewalk_frac_mean,crosswalk_frac_mean,vegetation_frac_mean,sky_frac_mean,building_frac_mean,sidewalk_frac_max,crosswalk_frac_max,vegetation_frac_max,building_frac_max,sidewalk_width_px,street_mask_coverage_mean,naip_vegetation_frac,naip_building_frac,naip_road_frac,naip_water_frac,naip_mask_coverage,naip_n_masks,naip_missing,naip_unclassified,stops_400m,trips_per_hr_400m,stops_800m,trips_per_hr_800m,lat,lon,ca_sidewalk,ca_crosswalk,ca_tree_canopy,ca_transit_stop,agree_sidewalk,agree_crosswalk,agree_tree_canopy,agree_transit_stop,agreement_score,agreement_tier,NatWalkInd,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,D1A,D1B,D2B_E8MIX,D3A,D3B,D3APO,D4A,D4C,D4D,LPA_CrudePrev,OBESITY_CrudePrev,overture_sidewalk_present,overture_intersection_count_200m,overture_building_footprint_frac_100m,overture_crosswalk_present
434,dc,4.0,0.03875,0.162877,0.019907,0.397358,0.21589,0.058271,0.534079,0.058534,0.627757,43.5,0.889116,0.095465,0.056931,0.048346,0.030283,0.285547,51.0,0.0,0.0,12,37.5,20,59.25,38.9643765,-77.0748515,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,17.0,9.0,19.0,19.0,18.0,4.228720994633447,12.533087110791438,0.8494794769373435,26.23778513894384,184.4846892054109,23.3005326724819,305.78,30.33,182.403853944,9.2,18.6,0.0,63.0,0.1842,0
4340,dc,4.0,0.02888,0.235857,0.075407,0.100072,0.199615,0.095105,0.746916,0.168976,0.545141,89.33,0.769031,0.338438,0.01754,0.0,0.043359,0.416128,69.0,0.0,0.0,18,211.312,48,444.438,38.8569636,-76.9673916,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.333333333333332,6.0,8.0,16.0,17.0,12.57236398337747,21.60107560678901,0.6414339557808975,23.05101970797212,119.7890162247281,19.40731520874358,320.53,38.33,286.897837534,27.3,35.4,1.0,32.0,0.1658,0
4341,dc,4.0,0.284533,0.334136,0.052476,0.089007,0.059592,0.987267,0.623768,0.104177,0.110804,297.5,0.86764,0.269008,0.084192,0.051908,0.027703,0.421106,53.0,0.0,0.0,10,43.312,44,348.812,38.8572892,-76.9625623,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,13.0,13.0,5.0,14.0,16.0,4.276614741317083,7.468118279613414,0.5138818459730276,17.66165794960854,95.08275847245964,16.595191442873865,405.02,42.67,338.070269479,16.5,28.8,0.0,10.0,0.2725,0
4342,dc,4.0,0.120689,0.073615,0.085679,0.158883,0.040289,0.284387,0.176545,0.181522,0.068342,205.5,0.755448,0.190371,0.0,0.002805,0.059862,0.258051,71.0,0.0,0.0,14,39.562,40,198.875,38.8581206,-76.9583026,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.5,7.0,2.0,18.0,18.0,3.6274003394378114,9.914894261130016,0.4537163391869449,24.021958198455387,165.56629821025126,22.08233295083323,264.2,21.0,140.930333688,16.5,28.8,1.0,19.0,0.1266,0
4343,dc,4.0,0.035475,0.226194,0.112973,0.28708,0.03418,0.099145,0.509749,0.240653,0.078252,220.25,0.815801,0.127542,0.048255,0.031743,0.047399,0.262082,40.0,0.0,0.0,17,193.25,47,404.062,38.8583177,-76.9676342,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.0,13.0,5.0,14.0,16.0,4.276614741317083,7.468118279613414,0.5138818459730276,17.66165794960854,95.08275847245964,16.595191442873865,405.02,42.67,338.070269479,16.5,28.8,0.0,39.0,0.1307,0
4344,dc,4.0,0.3803,0.144784,0.033478,0.149744,0.022805,0.968009,0.466476,0.050112,0.068146,465.75,0.899287,0.173218,0.026729,0.00276,0.066057,0.262848,61.0,0.0,0.0,13,74.062,44,317.812,38.8583542,-76.9615003,,,,,,,,,,,13.0,13.0,5.0,14.0,16.0,4.276614741317083,7.468118279613414,0.5138818459730276,17.66165794960854,95.08275847245964,16.595191442873865,405.02,42.67,338.070269479,16.5,28.8,0.0,8.0,0.1119,0
4345,dc,4.0,0.019741,0.379124,0.021213,0.051732,0.309091,0.060622,0.844164,0.074212,0.629428,68.5,0.854003,0.071423,0.118425,0.018803,0.040626,0.285421,41.0,0.0,0.0,14,145.812,49,419.625,38.8589021,-76.9670552,,,,,,,,,,,13.0,13.0,5.0,14.0,16.0,4.276614741317083,7.468118279613414,0.5138818459730276,17.66165794960854,95.08275847245964,16.595191442873865,405.02,42.67,338.070269479,16.5,28.8,0.0,51.0,0.3041,0
4346,dc,4.0,0.122445,0.43848,0.028726,0.004815,0.00546,0.217676,0.61662,0.080082,0.017027,219.12,0.653824,0.232052,0.045631,0.037858,0.104853,0.549333,67.0,0.0,0.0,14,160.25,44,389.75,38.8591814,-76.970067,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,10.0,8.0,2.0,9.0,16.0,15.483523306207704,53.26271058582277,0.1582856167373418,15.71771732162998,44.822450470079225,15.71771732162998,421.11,38.33,367.968414332,27.3,35.4,1.0,18.0,0.079,0
4347,dc,4.0,0.019203,0.200088,0.017558,0.196858,0.056877,0.05305,0.372848,0.020741,0.129679,294.0,0.785938,0.112004,0.099397,0.088746,0.038534,0.315586,57.0,0.0,0.0,14,145.812,47,383.812,38.8592189,-76.9675112,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,13.0,13.0,5.0,14.0,16.0,4.276614741317083,7.468118279613414,0.5138818459730276,17.66165794960854,95.08275847245964,16.595191442873865,405.02,42.67,338.070269479,16.5,28.8,0.0,53.0,0.1375,0
4348,dc,4.0,0.128628,0.171341,0.167462,0.046752,0.077303,0.37409,0.423804,0.366078,0.124456,208.88,0.766933,0.236813,0.024944,0.0034,0.053459,0.299777,75.0,0.0,0.0,15,58.312,41,189.312,38.8594178,-76.956951,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.5,7.0,2.0,18.0,18.0,3.6274003394378114,9.914894261130016,0.4537163391869449,24.021958198455387,165.56629821025126,22.08233295083323,264.2,21.0,140.930333688,16.5,28.8,0.0,14.0,0.1075,0
4349,dc,4.0,0.041114,0.261651,0.108599,0.129768,0.0433,0.113372,0.452596,0.229362,0.05511,172.33,0.702026,0.149979,0.072,0.073055,0.025494,0.332531,59.0,0.0,0.0,13,122.625,41,352.25,38.8596569,-76.9650792,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.6667,partial,13.0,13.0,5.0,14.0,16.0,4.276614741317083,7.468118279613414,0.5138818459730276,17.66165794960854,95.08275847245964,16.595191442873865,405.02,42.67,338.070269479,16.5,28.8,0.0,38.0,0.1812,0
435,dc,4.0,0.046008,0.154057,0.174865,0.103026,0.021344,0.165515,0.34094,0.218192,0.082355,132.5,0.760485,0.202779,0.0,0.0,0.007115,0.214223,68.0,0.0,0.0,5,16.0,22,78.562,38.9644305,-77.0614294,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.5,5.0,4.0,16.0,20.0,4.311560623765967,11.927307893782489,0.6215741674447584,23.65725837038884,120.29900636628945,23.654183588948584,73.76,8.33,63.9496313357,10.4,18.4,1.0,33.0,0.1491,0
4350,dc,4.0,0.012124,0.646935,0.16568,0.098464,0.003776,0.040443,0.986289,0.295916,0.012352,89.25,0.912188,0.29589,0.0,0.010055,0.012887,0.3813,46.0,0.0,0.0,9,19.562,41,171.0,38.859884,-76.9517098,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,13.5,7.0,2.0,18.0,18.0,3.6274003394378114,9.914894261130016,0.4537163391869449,24.021958198455387,165.56629821025126,22.08233295083323,264.2,21.0,140.930333688,16.5,28.8,1.0,7.0,0.1438,1
4351,dc,4.0,0.046939,0.286628,0.03252,0.247786,0.044064,0.093878,0.859957,0.103135,0.107967,446.0,0.890288,0.10579,0.148184,0.047516,0.069376,0.359567,59.0,0.0,0.0,14,143.312,45,361.625,38.8599407,-76.9676958,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,57.0,0.184,0
4352,dc,4.0,0.053565,0.436582,0.023418,0.006998,0.021355,0.160466,0.57526,0.045804,0.035527,152.75,0.887312,0.075183,0.114367,0.080107,0.030319,0.35219,52.0,0.0,0.0,13,123.375,43,355.125,38.8599458,-76.9662827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,13.0,13.0,5.0,14.0,16.0,4.276614741317083,7.468118279613414,0.5138818459730276,17.66165794960854,95.08275847245964,16.595191442873865,405.02,42.67,338.070269479,16.5,28.8,0.0,61.0,0.166,0
4353,dc,4.0,0.006684,0.212541,0.021686,0.173006,0.02301,0.02489,0.37637,0.057375,0.038222,95.0,0.722453,0.359359,0.233477,0.03242,0.053774,0.458522,56.0,0.0,0.0,13,117.5,43,329.625,38.8604281,-76.9644196,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.0,13.0,5.0,14.0,16.0,4.276614741317083,7.468118279613414,0.5138818459730276,17.66165794960854,95.08275847245964,16.595191442873865,405.02,42.67,338.070269479,16.5,28.8,0.0,35.0,0.0884,0
4354,dc,4.0,0.060425,0.326562,0.072931,0.102273,0.001635,0.180131,0.44449,0.139653,0.006541,175.0,0.763544,0.368242,0.0,0.030932,0.039147,0.435282,58.0,0.0,0.0,12,111.125,42,323.312,38.8608861,-76.9643569,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,32.0,0.1292,0
4355,dc,4.0,0.015861,0.445484,0.005959,0.104799,0.142219,0.03676,0.697896,0.014887,0.41629,90.33,0.818652,0.239519,0.076807,0.038038,0.055461,0.433118,62.0,0.0,0.0,13,121.875,37,325.875,38.861223,-76.969373,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,13.333333333333332,6.0,8.0,16.0,17.0,12.57236398337747,21.60107560678901,0.6414339557808975,23.05101970797212,119.7890162247281,19.40731520874358,320.53,38.33,286.897837534,27.3,35.4,1.0,18.0,0.299,0
4356,dc,4.0,0.01132,0.301948,0.081617,0.162415,0.025807,0.033314,0.7096,0.225485,0.083393,46.33,0.576932,0.248609,0.009424,0.058085,0.049716,0.41418,60.0,0.0,0.0,12,40.562,32,146.938,38.861278,-76.949918,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,13.5,7.0,2.0,18.0,18.0,3.6274003394378114,9.914894261130016,0.4537163391869449,24.021958198455387,165.56629821025126,22.08233295083323,264.2,21.0,140.930333688,16.5,28.8,0.0,8.0,0.0814,0
4357,dc,4.0,0.015331,0.222953,0.053574,0.09304,0.059028,0.034548,0.391661,0.103228,0.234341,102.67,0.894844,0.028118,0.093517,0.058329,0.014916,0.320293,25.0,0.0,0.0,13,120.875,42,324.688,38.8613616,-76.9670098,,,,0.0,,,,0.0,,,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,24.0,0.2223,0
4358,dc,4.0,0.260165,0.131838,0.081485,0.096067,0.050043,0.483047,0.366793,0.205503,0.123658,344.5,0.773011,0.164588,0.009397,0.051358,0.047345,0.261559,54.0,0.0,0.0,10,62.625,51,229.125,38.8615441,-76.9575616,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.5,7.0,2.0,18.0,18.0,3.6274003394378114,9.914894261130016,0.4537163391869449,24.021958198455387,165.56629821025126,22.08233295083323,264.2,21.0,140.930333688,16.5,28.8,0.0,20.0,0.1235,0
4359,dc,4.0,0.109241,0.37744,0.015323,0.14662,0.017725,0.407862,0.548123,0.028558,0.045125,326.5,0.821088,0.129463,0.082208,0.076798,0.059555,0.393357,55.0,0.0,0.0,13,121.875,33,272.75,38.8617938,-76.9693358,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,10.5,1.0,10.0,9.0,17.0,31.127570993348503,61.49716542030053,0.8201680323802217,14.256448913245356,43.00443162508104,14.11314604103271,370.15,43.67,469.266249142,24.1,34.1,1.0,21.0,0.2356,1
436,dc,4.0,0.104729,0.270206,0.032234,0.087947,0.03963,0.263065,0.430401,0.051635,0.125259,308.33,0.719408,0.226154,0.0,0.002462,0.066337,0.340665,75.0,0.0,0.0,11,34.125,19,55.875,38.9648474,-77.0765105,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,17.666666666666668,16.0,20.0,17.0,18.0,8.07518185663548,17.26979058202256,0.9417715871654108,29.254157105474693,138.56650450762174,26.54854341528936,248.11,141.67,865.93368741,10.7,18.8,1.0,75.0,0.2587,0
4360,dc,4.0,0.004375,0.437696,0.006185,0.221872,0.245214,0.01156,0.991163,0.014151,0.974876,53.0,0.87709,0.173326,0.019335,0.011669,0.089089,0.287098,75.0,0.0,0.0,13,75.5,47,222.312,38.8619294,-76.959002,,,,,,,,,,,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,22.0,0.1271,0
4361,dc,4.0,0.047126,0.052848,0.028468,0.029045,0.077456,0.151155,0.119793,0.04374,0.123942,74.67,0.724952,0.247392,0.0,0.0,0.064722,0.305684,74.0,0.0,0.0,11,83.562,37,257.25,38.8620293,-76.9627008,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,27.0,0.171,0
4362,dc,4.0,0.126738,0.306988,0.049581,0.130512,0.03477,0.229351,0.443479,0.132671,0.053223,211.0,0.679856,0.135848,0.0,0.022067,0.076572,0.258754,68.0,0.0,0.0,11,67.5,48,214.688,38.862243,-76.957491,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,22.0,0.1157,0
4363,dc,4.0,0.110514,0.348359,0.070268,0.128323,0.018304,0.185359,0.557125,0.118139,0.026369,206.0,0.767598,0.133404,0.032366,0.0,0.064993,0.227561,57.0,0.0,0.0,12,72.5,48,225.312,38.8623866,-76.9590862,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,25.0,0.1259,0
4364,dc,4.0,0.167971,0.106308,0.047785,0.003231,0.054679,0.515982,0.286174,0.120296,0.105471,366.17,0.75856,0.214999,0.0,0.0,0.035829,0.24566,64.0,0.0,0.0,11,85.5,42,257.5,38.862434,-76.9623206,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,33.0,0.1776,0
4365,dc,4.0,0.090582,0.104917,0.047441,0.20805,0.098619,0.290241,0.169725,0.079347,0.258083,236.75,0.711424,0.153433,0.0,0.0,0.036099,0.184446,55.0,0.0,0.0,12,72.5,49,272.125,38.862879,-76.96049,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,22.0,0.1446,0
4366,dc,4.0,0.031664,0.106875,0.091151,0.219457,0.046502,0.038666,0.152863,0.138577,0.136282,102.12,0.777815,0.12453,0.0,0.003364,0.055271,0.183715,51.0,0.0,0.0,9,57.125,44,265.812,38.8636661,-76.9623138,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,23.0,0.1629,0
4367,dc,4.0,0.036399,0.226557,0.029529,0.054682,0.051094,0.072367,0.372826,0.043102,0.063862,88.25,0.494086,0.125729,0.0,0.002642,0.044008,0.198514,66.0,0.0,0.0,9,57.062,50,219.812,38.8638568,-76.9569978,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,13.0,0.1702,0
4368,dc,4.0,0.025765,0.241806,0.033443,0.155076,0.137797,0.092451,0.494437,0.059683,0.284837,95.25,0.739433,0.106043,0.003454,0.0,0.030219,0.142025,56.0,0.0,0.0,6,34.812,42,253.938,38.8645706,-76.9623088,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,18.0,0.1455,0
4369,dc,4.0,0.11134,0.15316,0.143827,0.065507,0.014038,0.240237,0.398135,0.356411,0.056151,224.75,0.721156,0.201887,0.009649,0.068564,0.068555,0.341666,66.0,0.0,0.0,20,97.812,32,156.5,38.8646298,-76.9489616,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.3333,disagreement,14.666666666666668,3.0,7.0,20.0,19.0,18.206774529987324,33.078834567113816,0.8524042650996004,40.24434924571891,556.2825350645774,37.885803576725735,222.63,25.0,306.640429004,16.5,28.8,1.0,30.0,0.1832,0
437,dc,4.0,0.053912,0.101617,0.085874,0.018848,0.068642,0.154686,0.184638,0.145691,0.188587,339.33,0.550046,0.187818,0.0,0.0,0.00726,0.196981,39.0,0.0,0.0,3,7.562,22,70.688,38.96485,-77.0639644,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,16.833333333333332,10.0,17.0,18.0,19.0,11.764110397111258,25.33982586018768,0.7805510744343511,25.06505619610936,159.43573864546178,24.7970884286802,238.72,18.67,135.290666326,9.2,18.6,1.0,39.0,0.1803,0
4370,dc,4.0,0.002021,0.470305,0.003651,0.030442,0.035844,0.008086,0.72795,0.014604,0.048887,285.5,0.775678,0.186006,0.032339,0.0326,0.048517,0.299155,71.0,0.0,0.0,19,93.25,31,154.938,38.8650545,-76.9497584,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6667,partial,13.0,2.0,8.0,17.0,17.0,12.869865255191998,32.710907523612995,0.7309301386270429,25.87300348936342,140.4553235151986,24.54420034002314,340.64,22.0,201.461541096,20.0,31.1,1.0,37.0,0.1763,0
4371,dc,4.0,0.273809,0.237745,0.002784,0.022769,0.094099,0.993476,0.708032,0.00991,0.339413,463.83,0.779227,0.152657,0.046253,0.022157,0.057084,0.283464,60.0,0.0,0.0,19,93.25,31,154.938,38.8651098,-76.9498386,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,13.0,2.0,8.0,17.0,17.0,12.869865255191998,32.710907523612995,0.7309301386270429,25.87300348936342,140.4553235151986,24.54420034002314,340.64,22.0,201.461541096,20.0,31.1,1.0,39.0,0.1788,0
4372,dc,4.0,0.083882,0.310944,0.002478,0.022975,0.122678,0.221693,0.708032,0.00991,0.339413,124.75,0.662508,0.17265,0.028461,0.046885,0.047309,0.292076,67.0,0.0,0.0,18,91.688,31,154.938,38.8651358,-76.949946,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,high_confidence,13.0,2.0,8.0,17.0,17.0,12.869865255191998,32.710907523612995,0.7309301386270429,25.87300348936342,140.4553235151986,24.54420034002314,340.64,22.0,201.461541096,20.0,31.1,1.0,41.0,0.1918,0
4373,dc,4.0,0.227032,0.181218,0.00762,0.043844,0.002184,0.883347,0.666073,0.019916,0.008738,435.0,0.753542,0.193464,0.028596,0.074498,0.060358,0.348502,69.0,0.0,0.0,16,78.0,33,159.875,38.8651576,-76.9502494,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,partial,13.0,2.0,8.0,17.0,17.0,12.869865255191998,32.710907523612995,0.7309301386270429,25.87300348936342,140.4553235151986,24.54420034002314,340.64,22.0,201.461541096,20.0,31.1,1.0,42.0,0.2111,0
4374,dc,4.0,0.241842,0.029208,0.091156,0.0,0.0,0.967366,0.092304,0.240572,0.0,1018.0,0.496994,0.038895,0.0,0.0,0.026224,0.065119,20.0,0.0,0.0,0,0.0,42,258.875,38.8652666,-76.9648071,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.3333,disagreement,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,5.0,0.0777,0
4375,dc,4.0,0.023675,0.522852,0.038041,0.074119,0.002962,0.091882,0.847219,0.135719,0.011849,148.0,0.721715,0.334614,0.038164,0.0,0.060863,0.442947,43.0,0.0,0.0,13,57.688,39,191.125,38.8654893,-76.9513222,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,high_confidence,14.666666666666668,3.0,7.0,20.0,19.0,18.206774529987324,33.078834567113816,0.8524042650996004,40.24434924571891,556.2825350645774,37.885803576725735,222.63,25.0,306.640429004,16.5,28.8,1.0,46.0,0.0981,0
4376,dc,4.0,0.220609,0.111983,0.191912,0.052728,0.0,0.56935,0.200785,0.334168,0.0,510.38,0.771541,0.591348,0.0,0.026089,0.018685,0.636023,29.0,0.0,0.0,11,55.812,35,161.188,38.865572,-76.957446,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3333,disagreement,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,6.0,0.0473,0
4377,dc,4.0,0.093218,0.133027,0.183358,0.041808,0.014208,0.152781,0.375673,0.318768,0.025608,235.33,0.688708,0.564123,0.003598,0.0,0.029345,0.597066,32.0,0.0,0.0,4,19.75,39,225.5,38.8656307,-76.9626832,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.3333,disagreement,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,12.0,0.0631,0
4378,dc,4.0,0.045251,0.090397,0.139003,0.073476,0.009201,0.093948,0.213017,0.215552,0.036804,82.12,0.581962,0.046154,0.0,0.0,0.032131,0.078285,18.0,0.0,0.0,0,0.0,41,255.938,38.865632,-76.964799,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.3333,disagreement,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,5.0,0.0435,0
4379,dc,4.0,0.035686,0.05926,0.340014,0.030952,0.002581,0.099275,0.094936,0.504248,0.010324,76.88,0.567424,0.550956,0.003328,0.0,0.02645,0.580734,28.0,0.0,0.0,4,19.75,35,189.5,38.865632,-76.9619295,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,disagreement,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,12.0,0.0676,0
438,dc,4.0,0.034973,0.085467,0.111233,0.161014,0.014607,0.064041,0.13748,0.194883,0.033736,99.25,0.599291,0.293248,0.0,0.008675,0.013518,0.320771,78.0,0.0,0.0,4,9.562,33,112.125,38.9648502,-77.0673607,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,16.833333333333332,10.0,17.0,18.0,19.0,11.764110397111258,25.33982586018768,0.7805510744343511,25.06505619610936,159.43573864546178,24.7970884286802,238.72,18.67,135.290666326,9.2,18.6,1.0,47.0,0.1927,0
4380,dc,4.0,0.185772,0.083058,0.17405,0.127922,0.005633,0.39641,0.2293,0.34641,0.015354,450.25,0.608248,0.567703,0.0,0.0,0.037587,0.603216,35.0,0.0,0.0,4,19.75,39,227.562,38.865633,-76.963133,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,disagreement,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,12.0,0.0642,0
4381,dc,4.0,0.027307,0.127166,0.003832,0.142338,0.021026,0.086323,0.342915,0.009438,0.075752,157.0,0.675713,0.347023,0.03683,0.022933,0.042439,0.462453,48.0,0.0,0.0,13,57.688,37,184.125,38.8656338,-76.9510509,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,13.0,2.0,8.0,17.0,17.0,12.869865255191998,32.710907523612995,0.7309301386270429,25.87300348936342,140.4553235151986,24.54420034002314,340.64,22.0,201.461541096,20.0,31.1,1.0,47.0,0.0931,0
4382,dc,4.0,0.013426,0.397006,0.018044,0.032782,0.005511,0.049939,0.826192,0.024049,0.022043,31.0,0.707024,0.458801,0.0,0.0,0.010199,0.478758,30.0,0.0,0.0,5,17.25,37,247.625,38.8656476,-76.967866,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6667,partial,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,0.0,16.0,0.0795,0
4383,dc,4.0,0.039551,0.351458,0.079588,0.21313,0.0111,0.097,0.404701,0.176861,0.032257,141.0,0.711586,0.410717,0.223196,0.03811,0.014753,0.673818,31.0,0.0,0.0,12,52.25,38,183.562,38.8656647,-76.9521256,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.6667,partial,11.666666666666668,2.0,6.0,14.0,17.0,3.798069395443578,9.622625481744636,0.6458459985690298,20.71535818317784,99.22261413292378,18.51222927263408,390.27,49.33,156.159123123,21.2,31.9,1.0,40.0,0.0266,0
